513326.931988 -6843115.985158 1802397.881374,3276277.310731 4959396.793362 3869056.276223,-3804391.602740 1883989.516141 -5692473.308708,5063980.306607 565610.315953 4930651.843683,-5642759.759843 4300656.969123 176423.981882,567612.825591 -4877532.170282 -5129468.893144,-2540653.602350 3282476.743423 5746800.182080,-4093524.052492 -4549686.458593 -3599462.504090,6641909.739787 1251994.816002 -2171656.373400,-3276277.310731 -4959396.793362 3869056.276223,3804391.602740 -1883989.516141 -5692473.308708,-513326.931988 6843115.985158 1802397.881374,5642759.759843 -4300656.969123 176423.981882,-567612.825591 4877532.170282 -5129468.893144,-5063980.306607 -565610.315953 4930651.843683,4093524.052492 4549686.458593 -3599462.504090,-6641909.739787 -1251994.816002 -2171656.373400,2540653.602350 -3282476.743423 5746800.182080
627731.182811 -6784991.257236 1976624.470358,3206791.079742 5109557.305575 3729762.976433,-3849219.432591 1675914.837413 -5727308.072055,4949358.515736 722491.144621 5025410.561179,-5712700.962066 4211327.958791 -7821.976311,752066.601684 -4945155.272987 -5040163.367311,-2728969.682541 3180595.271571 5717740.102427,-3933525.242719 -4575650.356285 -3742290.901015,6670351.175338 1379955.532982 -1999684.707807,-3206791.079742 -5109557.305575 3729762.976433,3849219.432591 -1675914.837413 -5727308.072055,-627731.182811 6784991.257236 1976624.470358,5712700.962066 -4211327.958791 -7821.976311,-752066.601684 4945155.272987 -5040163.367311,-4949358.515736 -722491.144621 5025410.561179,3933525.242719 4575650.356285 -3742290.901015,-6670351.175338 -1379955.532982 -1999684.707807,2728969.682541 -3180595.271571 5717740.102427
741775.506189 -6720578.376432 2148858.916922,3134744.013129 5254917.033084 3586711.605450,-3891134.849298 1466364.103659 -5756407.589196,4830475.508988 879160.617443 5115108.800430,-5777329.148697 4118082.224993 -192060.055975,935485.163715 -5008662.462544 -4945805.261566,-2915010.221856 3076355.073020 5682925.095182,-3769710.590334 -4597761.547126 -3881361.173729,6692687.928119 1506427.089870 -1825701.251621,-3134744.013129 -5254917.033084 3586711.605450,3891134.849298 -1466364.103659 -5756407.589196,-741775.506189 6720578.376432 2148858.916922,5777329.148697 -4118082.224993 -192060.055975,-935485.163715 5008662.462544 -4945805.261566,-4830475.508988 -879160.617443 5115108.800430,3769710.590334 4597761.547126 -3881361.173729,-6692687.928119 -1506427.089870 -1825701.251621,2915010.221856 -3076355.073020 5682925.095182
855373.181295 -6649940.000433 2318927.627886,3060186.727967 5395341.443921 3440046.136702,-3930102.406058 1255532.853141 -5779742.995439,4707449.157911 1035480.569137 5199656.521825,-5836597.177026 4020990.015734 -376104.678570,1117704.028036 -5067984.954462 -4846488.472613,-3098599.390022 2969849.870524 5642390.052272,-3602227.172045 -4616015.157703 -4016534.333666,6708889.972137 1631309.740806 -1649880.772500,-3060186.727967 -5395341.443921 3440046.136702,3930102.406058 -1255532.853141 -5779742.995439,-855373.181295 6649940.000433 2318927.627886,5836597.177026 -4020990.015734 -376104.678570,-1117704.028036 5067984.954462 -4846488.472613,-4707449.157911 -1035480.569137 5199656.521825,3602227.172045 4616015.157703 -4016534.333666,-6708889.972137 -1631309.740806 -1649880.772500,3098599.390022 -2969849.870524 5642390.052272
968437.652098 -6573144.677356 2486659.206036,2983171.790408 5530700.721859 3289914.210061,-3966088.695382 1043617.714208 -5797291.146435,4580400.849248 1191312.676431 5278968.873230,-5890463.000121 3920125.241104 -559770.494959,1298560.141473 -5123057.367754 -4742311.869881,-3279563.370668 2861174.878504 5596175.602466,-3431225.645713 -4630409.510484 -4147675.348560,6718933.002633 1754505.416989 -1472399.946060,-2983171.790408 -5530700.721859 3289914.210061,3966088.695382 -1043617.714208 -5797291.146435,-968437.652098 6573144.677356 2486659.206036,5890463.000121 -3920125.241104 -559770.494959,-1298560.141473 5123057.367754 -4742311.869881,-4580400.849248 -1191312.676431 5278968.873230,3431225.645713 4630409.510484 -4147675.348560,-6718933.002633 -1754505.416989 -1472399.946060,3279563.370668 -2861174.878504 5596175.602466
1080882.589483 -6490266.775162 2651884.625395,2903753.685238 5660869.891561 3136466.983265,-3999062.375869 830816.224905 -5809034.639321,4449455.361687 1346518.579469 5352966.272397,-5938889.691492 3815565.418735 -742872.575801,1477892.026228 -5173817.799870 -4633379.202267,-3457730.526931 2750426.719391 5544328.072484,-3256860.111556 -4640946.105353 -4274653.273474,6722798.473156 1875917.801913 -1293437.176781,-2903753.685238 -5660869.891561 3136466.983265,3999062.375869 -830816.224905 -5809034.639321,-1080882.589483 6490266.775162 2651884.625395,5938889.691492 -3815565.418735 -742872.575801,-1477892.026228 5173817.799870 -4633379.202267,-4449455.361687 -1346518.579469 5352966.272397,3256860.111556 4640946.105353 -4274653.273474,-6722798.473156 -1875917.801913 -1293437.176781,3457730.526931 -2750426.719391 5544328.072484
1192621.954368 -6401386.405124 2814437.403803,2821988.783035 5785728.939558 2979858.979430,-4028994.198203 617326.651395 -5814961.828612,4314740.739936 1500960.004348 5421574.484086,-5981845.465098 3707391.614675 -925226.601295,1655539.924148 -5220207.898998 -4519798.999936,-3632931.566030 2637703.338864 5486899.442603,-3079287.969606 -4647629.599182 -4397341.377412,6720473.626655 1995452.405861 -1113172.416768,-2821988.783035 -5785728.939558 2979858.979430,4028994.198203 -617326.651395 -5814961.828612,-1192621.954368 6401386.405124 2814437.403803,5981845.465098 -3707391.614675 -925226.601295,-1655539.924148 5220207.898998 -4519798.999936,-4314740.739936 -1500960.004348 5421574.484086,3079287.969606 4647629.599182 -4397341.377412,-6720473.626655 -1995452.405861 -1113172.416768,3632931.566030 -2637703.338864 5486899.442603
1303570.060682 -6306589.339546 2974153.772602,2737935.305719 5905162.930402 2820247.930821,-4055857.030088 403347.805938 -5815066.836821,4176388.166343 1654498.885873 5484724.691855,-6019303.690017 3595688.380618 -1106649.050092,1831345.939470 -5262172.933708 -4401684.471260,-3804999.702143 2523103.920427 5423947.296759,-2898669.774289 -4650467.782871 -4515617.265410,6711951.520737 2113016.638557 -931786.982555,-2737935.305719 -5905162.930402 2820247.930821,4055857.030088 -403347.805938 -5815066.836821,-1303570.060682 6306589.339546 2974153.772602,6019303.690017 -3595688.380618 -1106649.050092,-1831345.939470 5262172.933708 -4401684.471260,-4176388.166343 -1654498.885873 5484724.691855,2898669.774289 4650467.782871 -4515617.265410,-6711951.520737 -2113016.638557 -931786.982555,3804999.702143 -2523103.920427 5423947.296759
1413641.637189 -6205966.924075 3130872.843258,2651653.291407 6019062.117425 2657794.619025,-4079625.880074 189078.865164 -5809349.559821,4034531.830460 1806997.489853 5542353.564463,-6051242.899249 3480543.688510 -1286957.387109,2005154.179112 -5299661.860158 -4279153.394925,-3973770.817081 2406728.800001 5355534.767195,-2715169.086978 -4649471.555502 -4629362.996029,6697231.047358 2228519.878852 -749463.370159,-2651653.291407 -6019062.117425 2657794.619025,4079625.880074 -189078.865164 -5809349.559821,-1413641.637189 6205966.924075 3130872.843258,6051242.899249 -3480543.688510 -1286957.387109,-2005154.179112 5299661.860158 -4279153.394925,-4034531.830460 -1806997.489853 5542353.564463,2715169.086978 4649471.555502 -4629362.996029,-6697231.047358 -2228519.878852 -749463.370159,3973770.817081 -2406728.800001 5355534.767195
1522751.890369 -6099615.984308 3284436.770734,2563204.556595 6127322.048947 2492662.711705,-4100277.920469 -25280.812624 -5797815.666943,3889308.796188 1958318.536319 5594403.316876,-6077646.793972 3362048.860511 -1465970.250050,2176810.892178 -5332627.386183 -4152328.007291,-4139083.619525 2288679.379316 5281730.473649,-2528952.325082 -4644654.896754 -4738465.194162,6676316.946202 2341873.543722 -566385.068620,-2563204.556595 -6127322.048947 2492662.711705,4100277.920469 25280.812624 -5797815.666943,-1522751.890369 6099615.984308 3284436.770734,6077646.793972 -3362048.860511 -1465970.250050,-2176810.892178 5332627.386183 -4152328.007291,-3889308.796188 -1958318.536319 5594403.316876,2528952.325082 4644654.896754 -4738465.194162,-6676316.946202 -2341873.543722 -566385.068620,4139083.619525 -2288679.379316 5281730.473649
1630816.566154 -5987638.727240 3434690.913435,2472652.657581 6229843.668853 2325018.596088,-4117792.509142 -239531.869670 -5780476.595799,3740858.867101 2108325.322166 5640821.765818,-6098504.242040 3240298.496377 -1643507.634406,2346164.606845 -5361026.032706 -4021334.885067,-4300779.801811 2169058.039372 5202608.457144,-2340188.609330 -4636034.836615 -4842815.159100,6649219.812375 2452991.154275 -382736.372216,-2472652.657581 -6229843.668853 2325018.596088,4117792.509142 239531.869670 -5780476.595799,-1630816.566154 5987638.727240 3434690.913435,6098504.242040 -3240298.496377 -1643507.634406,-2346164.606845 5361026.032706 -4021334.885067,-3740858.867101 -2108325.322166 5640821.765818,2340188.609330 4636034.836615 -4842815.159100,-6649219.812375 -2452991.154275 -382736.372216,4300779.801811 -2169058.039372 5202608.457144
1737752.012011 -5870142.637350 3581483.989576,2380062.849716 6326533.412067 2155031.209391,-4132151.210250 -453475.131357 -5757349.541853,3589324.449699 2256881.844121 5681562.379866,-6113809.271623 3115390.396895 -1819391.076717,2513066.265753 -5384818.191921 -3886304.823385,-4458704.194710 2047968.053084 5118248.108394,-2149049.608303 -4623631.423167 -4942308.967773,6615956.097844 2561788.400320 -198702.191602,-2380062.849716 -6326533.412067 2155031.209391,4132151.210250 453475.131357 -5757349.541853,-1737752.012011 5870142.637350 3581483.989576,6113809.271623 -3115390.396895 -1819391.076717,-2513066.265753 5384818.191921 -3886304.823385,-3589324.449699 -2256881.844121 5681562.379866,2149049.608303 4623631.423167 -4942308.967773,-6615956.097844 -2561788.400320 -198702.191602,4458704.194710 -2047968.053084 5118248.108394
1843475.237621 -5747240.367937 3724668.229804,2285502.046258 6417303.294077 1982871.866338,-4143337.813952 -666911.787881 -5728457.442721,3434850.415274 2403852.920874 5716584.324043,-6123561.059093 2987425.485172 -1993443.835890,2677369.358262 -5403968.182791 -3747372.709352,-4612704.919422 1925513.498372 5028734.090874,-1955709.381647 -4607467.687813 -5036847.573119,6576548.107294 2668183.201559 -14467.864079,-2285502.046258 -6417303.294077 1982871.866338,4143337.813952 666911.787881 -5728457.442721,-1843475.237621 5747240.367937 3724668.229804,6123561.059093 -2987425.485172 -1993443.835890,-2677369.358262 5403968.182791 -3747372.709352,-3434850.415274 -2403852.920874 5716584.324043,1955709.381647 4607467.687813 -5036847.573119,-6576548.107294 -2668183.201559 -14467.864079,4612704.919422 -1925513.498372 5028734.090874
1947903.976851 -5619049.627065 3864099.525923,2189038.773938 6502070.995522 1808714.083987,-4151338.354903 -879643.576801 -5693828.957216,3277583.959520 2549104.315995 5745852.498907,-6127763.912699 2856507.723057 -2165491.072368,2838930.051933 -5418444.302650 -3604677.391176,-4762633.537625 1801799.169736 4934156.258597,-1760344.219999 -4587569.609075 -5126336.897527,6531023.987218 2772095.768387 169781.036771,-2189038.773938 -6502070.995522 1808714.083987,4151338.354903 879643.576801 -5693828.957216,-1947903.976851 5619049.627065 3864099.525923,6127763.912699 -2856507.723057 -2165491.072368,-2838930.051933 5418444.302650 -3604677.391176,-3277583.959520 -2549104.315995 5745852.498907,1760344.219999 4587569.609075 -5126336.897527,-6531023.987218 -2772095.768387 169781.036771,4762633.537625 -1801799.169736 4934156.258597
2050956.747618 -5485693.059243 3999637.575590,2090743.128855 6580759.940345 1632733.404053,-4156141.129736 -1091472.963976 -5653498.439137,3117674.461262 2692502.859454 5769337.574101,-6126427.250261 2722744.026254 -2335360.024946,2997607.320033 -5428218.876177 -3458361.542963,-4908345.198203 1676930.490862 4834609.568644,-1563132.484374 -4563966.073753 -5210687.921294,6479417.709674 2873448.658493 353858.891850,-2090743.128855 -6580759.940345 1632733.404053,4156141.129736 1091472.963976 -5653498.439137,-2050956.747618 5485693.059243 3999637.575590,6126427.250261 -2722744.026254 -2335360.024946,-2997607.320033 5428218.876177 -3458361.542963,-3117674.461262 -2692502.859454 5769337.574101,1563132.484374 4563966.073753 -5210687.921294,-6479417.709674 -2873448.658493 353858.891850,4908345.198203 -1676930.490862 4834609.568644
2152552.912332 -5347298.122201 4131146.022832,1990686.729783 6653299.368514 1455107.212922,-4157736.713308 -1302203.324691 -5607505.905812,2955273.339384 2833916.569350 5787016.016374,-6119565.572432 2586244.175400 -2502880.185048,3153263.067427 -5433268.300534 -3308571.525292,-5049698.781497 1551013.426278 4730193.988500,-1364254.443027 -4536688.836546 -5289816.766072,6421769.049533 2972166.832265 537580.227495,-1990686.729783 -6653299.368514 1455107.212922,4157736.713308 1302203.324691 -5607505.905812,-2152552.912332 5347298.122201 4131146.022832,6119565.572432 -2586244.175400 -2502880.185048,-3153263.067427 5433268.300534 -3308571.525292,-2955273.339384 -2833916.569350 5787016.016374,1364254.443027 4536688.836546 -5289816.766072,-6421769.049533 -2972166.832265 537580.227495,5049698.781497 -1551013.426278 4730193.988500
2252612.737243 -5203996.959427 4258492.594270,1888942.670769 6719624.402568 1276014.559580,-4156117.973863 -1511639.123653 -5555897.001399,2790533.908762 2973214.772762 5798870.112030,-6107198.430715 2447120.724950 -2667883.468272,3305762.253186 -5433573.087285 -3155457.241686,-5186557.040319 1424154.393408 4621014.398266,-1163892.107237 -4505772.477603 -5363644.773252,6358123.555980 3068177.705071 720759.906362,-1888942.670769 -6719624.402568 1276014.559580,4156117.973863 1511639.123653 -5555897.001399,-2252612.737243 5203996.959427 4258492.594270,6107198.430715 -2447120.724950 -2667883.468272,-3305762.253186 5433573.087285 -3155457.241686,-2790533.908762 -2973214.772762 5798870.112030,1163892.107237 4505772.477603 -5363644.773252,-6358123.555980 -3068177.705071 720759.906362,5186557.040319 -1424154.393408 4621014.398266
2351057.437112 -5055926.275061 4381549.230919,1785585.491360 6779676.103136 1095635.971655,-4151280.091862 -1719586.082533 -5498722.954955,2623611.243801 3110268.218681 5804887.983825,-6089350.384217 2305488.926392 -2830204.383016,3454972.995134 -5429117.910469 -2999171.991091,-5318786.734206 1296460.189553 4507180.487794,-962229.078191 -4471254.355650 -5432098.577256,6288532.526896 3161411.179448 903213.318024,-1785585.491360 -6779676.103136 1095635.971655,4151280.091862 1719586.082533 -5498722.954955,-2351057.437112 5055926.275061 4381549.230919,6089350.384217 -2305488.926392 -2830204.383016,-3454972.995134 5429117.910469 -2999171.991091,-2623611.243801 -3110268.218681 5804887.983825,962229.078191 4471254.355650 -5432098.577256,-6288532.526896 -3161411.179448 903213.318024,5318786.734206 -1296460.189553 4507180.487794
2447809.293094 -4903227.170798 4500192.215461,1680691.047237 6833401.544520 914153.269798,-4143220.553169 -1925851.406842 -5436040.533290,2454661.996148 3244949.228758 5805063.602285,-6066050.985460 2161466.560374 -2989680.196030,3600766.750240 -5419891.601209 -2839872.316507,-5446258.779475 1168037.842008 4388806.648836,-759450.327571 -4433174.573878 -5495110.173709,6213052.931598 3251799.766249 1084756.569054,-1680691.047237 -6833401.544520 914153.269798,4143220.553169 1925851.406842 -5436040.533290,-2447809.293094 4903227.170798 4500192.215461,6066050.985460 -2161466.560374 -2989680.196030,-3600766.750240 5419891.601209 -2839872.316507,-2454661.996148 -3244949.228758 5805063.602285,759450.327571 4433174.573878 -5495110.173709,-6213052.931598 -3251799.766249 1084756.569054,5446258.779475 -1168037.842008 4388806.648836
2542791.620311 -4746045.046547 4614302.294872,1574336.577309 6880753.830631 731749.380623,-4131939.188920 -2130243.890150 -5367911.988607,2283844.300955 3377131.768547 5799396.791455,-6037334.692423 2015173.944774 -3146151.094705,3743018.332919 -5405887.238014 -2677717.849887,-5568848.356379 1038994.612472 4266011.862265,-555742.108262 -4391575.913682 -5552616.982465,6131747.419130 3339278.518336 1265206.672348,-1574336.577309 -6880753.830631 731749.380623,4131939.188920 2130243.890150 -5367911.988607,-2542791.620311 4746045.046547 4614302.294872,6037334.692423 -2015173.944774 -3146151.094705,-3743018.332919 5405887.238014 -2677717.849887,-2283844.300955 -3377131.768547 5799396.791455,555742.108262 4391575.913682 -5552616.982465,-6131747.419130 -3339278.518336 1265206.672348,5568848.356379 -1038994.612472 4266011.862265
2635928.886147 -4584529.429839 4723764.798319,1466600.571087 6921692.159007 548608.148419,-4117438.167112 -2332574.139322 -5294405.000966,2111317.593206 3506691.597970 5787893.229064,-6003240.846295 1866733.760844 -3299460.345950,3881606.089939 -5387102.134133 -2512871.153477,-5686435.052972 909437.847372 4138919.580472,-351291.731855 -4346503.798626 -5604561.905462,6044684.229248 3423785.147948 1444381.735480,-1466600.571087 -6921692.159007 548608.148419,4117438.167112 2332574.139322 -5294405.000966,-2635928.886147 4584529.429839 4723764.798319,6003240.846295 -1866733.760844 -3299460.345950,-3881606.089939 5387102.134133 -2512871.153477,-2111317.593206 -3506691.597970 5787893.229064,351291.731855 4346503.798626 -5604561.905462,-6044684.229248 -3423785.147948 1444381.735480,5686435.052972 -909437.847372 4138919.580472
2727146.751019 -4418833.835451 4828469.750225,1357562.734938 6956181.850778 364914.145876,-4099722.006049 -2532654.736644 -5215592.615562,1937242.468017 3633506.379897 5770564.441118,-5963813.608870 1716270.967775 -3449454.451508,4016411.991188 -5363537.870668 -2345497.557719,-5798902.984423 779474.905979 4007657.605018,-146287.412107 -4298006.240252 -5650893.379388,5951937.143512 3505260.047148 1622101.147838,-1357562.734938 -6956181.850778 364914.145876,4099722.006049 2532654.736644 -5215592.615562,-2727146.751019 4418833.835451 4828469.750225,5963813.608870 -1716270.967775 -3449454.451508,-4016411.991188 5363537.870668 -2345497.557719,-1937242.468017 -3633506.379897 5770564.441118,146287.412107 4298006.240252 -5650893.379388,-5951937.143512 -3505260.047148 1622101.147838,5798902.984423 -779474.905979 4007657.605018
2816372.124695 -4249115.614483 4928311.978426,1247303.936056 6984194.380150 180852.484046,-4078797.581565 -2730300.413472 -5131553.174863,1761780.530971 3757455.796322 5747427.790908,-5919101.903164 1563912.695927 -3595983.299553,4147321.733983 -5335200.315239 -2175764.995901,-5906140.912766 649213.072463 3872357.959636,59081.906488 -4246133.785958 -5691565.423146,5853585.420956 3583646.325523 1798185.766345,-1247303.936056 -6984194.380150 180852.484046,4078797.581565 2730300.413472 -5131553.174863,-2816372.124695 4249115.614483 4928311.978426,5919101.903164 -1563912.695927 -3595983.299553,-4147321.733983 5335200.315239 -2175764.995901,-1761780.530971 -3757455.796322 5747427.790908,-59081.906488 4246133.785958 -5691565.423146,-5853585.420956 -3583646.325523 1798185.766345,5906140.912766 -649213.072463 3872357.959636
2903533.221268 -4075535.800479 5023191.217328,1135906.146212 7005707.397288 -3391.378232,-4054674.133136 -2925328.221713 -5042370.245628,1585094.248418 3878421.663076 5718506.462458,-5869159.349515 1409788.138747 -3738900.312449,4274224.843048 -5302099.637088 -2003843.835699,-6008042.362385 518759.469030 3733156.758703,264626.720210 -4190939.465376 -5726537.680095,5749713.728512 3658889.844408 1972458.099511,-1135906.146212 -7005707.397288 -3391.378232,4054674.133136 2925328.221713 -5042370.245628,-2903533.221268 4075535.800479 5023191.217328,5869159.349515 -1409788.138747 -3738900.312449,-4274224.843048 5302099.637088 -2003843.835699,-1585094.248418 -3878421.663076 5718506.462458,-264626.720210 4190939.465376 -5726537.680095,-5749713.728512 -3658889.844408 1972458.099511,6008042.362385 -518759.469030 3733156.758703
2988559.613657 -3898258.952313 5113012.206011,1023452.384031 7020704.744874 -187631.825210,-4027363.268430 -3117557.703750 -4948132.540821,1407346.797239 3996288.043416 5683829.438400,-5814044.197642 1254028.442381 -3878062.590517,4397014.767055 -5264250.317850 -1829906.707810,-6104505.731280 388220.969158 3590194.071276,470157.138414 -4132478.735420 -5755775.455066,5640412.065655 3730939.248757 2144742.489637,-1023452.384031 -7020704.744874 -187631.825210,4027363.268430 3117557.703750 -4948132.540821,-2988559.613657 3898258.952313 5113012.206011,5814044.197642 -1254028.442381 -3878062.590517,-4397014.767055 5264250.317850 -1829906.707810,-1407346.797239 -3996288.043416 5683829.438400,-470157.138414 4132478.735420 -5755775.455066,-5640412.065655 -3730939.248757 2144742.489637,6104505.731280 -388220.969158 3590194.071276
