-629324.607377 -6939640.638221 2164800.122142,897857.355237 5308804.369903 4918750.706553,-270692.061651 1628993.708129 -7114429.483642,1934245.108379 -3447252.845351 6126147.023068,-2912532.345372 6685074.093170 315320.502672,975036.007495 -3235596.106690 -6474551.598663,-489320.911322 922962.786463 7213523.681305,-4834307.455187 3204873.144530 -4436856.680017,5323290.177491 -4130451.095774 -2813326.865648,-5308804.369903 897857.355237 4918750.706553,-1628993.708129 -270692.061651 -7114429.483642,6939640.638221 -629324.607377 2164800.122142,-6685074.093170 -2912532.345372 315320.502672,3235596.106690 975036.007495 -6474551.598663,3447252.845351 1934245.108379 6126147.023068,-3204873.144530 -4834307.455187 -4436856.680017,4130451.095774 5323290.177491 -2813326.865648,-922962.786463 -489320.911322 7213523.681305
-623599.898387 -6870765.993577 2375033.445659,915666.781459 5454650.200892 4753504.288422,-294191.038215 1414526.429989 -7159239.579834,1857970.771677 -3275650.189552 6242568.147101,-2913233.908359 6691792.216822 94112.919294,1051988.055543 -3413892.007853 -6370070.748290,-665076.603466 1052743.260368 7181676.774194,-4723175.559695 3125057.810255 -4610245.640753,5388137.594496 -4180574.676321 -2607962.198023,-5454650.200892 915666.781459 4753504.288422,-1414526.429989 -294191.038215 -7159239.579834,6870765.993577 -623599.898387 2375033.445659,-6691792.216822 -2913233.908359 94112.919294,3413892.007853 1051988.055543 -6370070.748290,3275650.189552 1857970.771677 6242568.147101,-3125057.810255 -4723175.559695 -4610245.640753,4180574.676321 5388137.594496 -2607962.198023,-1052743.260368 -665076.603466 7181676.774194
-616986.851229 -6795602.499010 2583066.752443,933261.969608 5595407.407120 4583857.183856,-318362.768297 1198873.910228 -7197472.527876,1780749.196929 -3100705.155155 6353215.256920,-2911242.768862 6692358.904143 -127181.803736,1127205.792162 -3589404.434596 -6259729.998377,-839654.946557 1182324.630954 7143192.451898,-4608077.655942 3041887.572296 -4779382.820203,5447831.524619 -4227136.304069 -2400187.087155,-5595407.407120 933261.969608 4583857.183856,-1198873.910228 -318362.768297 -7197472.527876,6795602.499010 -616986.851229 2583066.752443,-6692358.904143 -2911242.768862 -127181.803736,3589404.434596 1127205.792162 -6259729.998377,3100705.155155 1780749.196929 6353215.256920,-3041887.572296 -4608077.655942 -4779382.820203,4227136.304069 5447831.524619 -2400187.087155,-1182324.630954 -839654.946557 7143192.451898
-609464.194307 -6714223.233372 2788707.358393,950604.143573 5730947.301003 4409966.124886,-343189.984920 982235.724237 -7229093.647233,1702665.681612 -2922574.600561 6457986.503205,-2906587.948814 6686762.497887 -348358.780395,1200632.919730 -3761964.879041 -6143629.839614,-1012896.944944 1311582.517282 7098106.047626,-4489134.555345 2955422.070960 -4944113.195728,5502332.020186 -4270069.919415 -2190193.163370,-5730947.301003 950604.143573 4409966.124886,-982235.724237 -343189.984920 -7229093.647233,6714223.233372 -609464.194307 2788707.358393,-6686762.497887 -2906587.948814 -348358.780395,3761964.879041 1200632.919730 -6143629.839614,2922574.600561 1702665.681612 6457986.503205,-2955422.070960 -4489134.555345 -4944113.195728,4270069.919415 5502332.020186 -2190193.163370,-1311582.517282 -1012896.944944 7098106.047626
-601011.828649 -6626707.127348 2991764.819120,967654.207984 5861146.158987 4231991.812218,-368653.948167 764812.230207 -7254074.259774,1623805.605285 -2741418.647327 6556785.473928,-2899300.979659 6674997.190770 -569213.275166,1272215.476265 -3931407.207586 -6021876.060202,-1184645.356956 1440392.127758 7046458.961664,-4366470.269421 2865724.461116 -5104285.872373,5551604.191895 -4309312.635930 -1978174.191646,-5861146.158987 967654.207984 4231991.812218,-764812.230207 -368653.948167 -7254074.259774,6626707.127348 -601011.828649 2991764.819120,-6674997.190770 -2899300.979659 -569213.275166,3931407.207586 1272215.476265 -6021876.060202,2741418.647327 1623805.605285 6556785.473928,-2865724.461116 -4366470.269421 -5104285.872373,4309312.635930 5551604.191895 -1978174.191646,-1440392.127758 -1184645.356956 7046458.961664
-591610.872152 -6533138.881738 3192051.109910,984372.807368 5985885.341415 4050098.767336,-394734.458376 546804.386659 -7272391.712996,1544254.336624 -2557400.532909 6649521.278915,-2889415.845835 6657063.039279 -789540.897969,1341901.873736 -4097567.823261 -5894579.656504,-1354744.838150 1568628.380933 6988298.625933,-4240211.876220 2772861.365188 -5259754.216131,5595618.231926 -4344804.824994 -1764325.890725,-5985885.341415 984372.807368 4050098.767336,-546804.386659 -394734.458376 -7272391.712996,6533138.881738 -591610.872152 3192051.109910,-6657063.039279 -2889415.845835 -789540.897969,4097567.823261 1341901.873736 -5894579.656504,2557400.532909 1544254.336624 6649521.278915,-2772861.365188 -4240211.876220 -5259754.216131,4344804.824994 5595618.231926 -1764325.890725,-1568628.380933 -1354744.838150 6988298.625933
-581243.701244 -6433608.880036 3389380.803030,1000720.385216 6105051.407691 3864455.180577,-421409.871615 328413.569678 -7284029.398348,1464097.141801 -2370686.460293 6736108.629305,-2876968.926787 6632965.970887 -1009137.798566,1409642.934322 -4260285.826380 -5761856.738882,-1523042.082714 1696166.027241 6923678.463310,-4110489.385027 2676902.821937 -5410375.982821,5634349.432462 -4376490.196556 -1548845.749835,-6105051.407691 1000720.385216 3864455.180577,-328413.569678 -421409.871615 -7284029.398348,6433608.880036 -581243.701244 3389380.803030,-6632965.970887 -2876968.926787 -1009137.798566,4260285.826380 1409642.934322 -5761856.738882,2370686.460293 1464097.141801 6736108.629305,-2676902.821937 -4110489.385027 -5410375.982821,4376490.196556 5634349.432462 -1548845.749835,-1696166.027241 -1523042.082714 6923678.463310
-569893.990971 -6328213.095328 3583571.242179,1016657.243710 6218536.226447 3675232.755319,-448657.117164 109841.390017 -7288976.764651,1383419.093734 -2181445.444937 6816467.911875,-2861998.936571 6602717.785129 -1227800.860170,1475391.924070 -4419403.173478 -5623828.432744,-1689385.962765 1822879.771645 6852657.841720,-3977435.599015 2577922.231862 -5556013.442507,5667778.198919 -4404315.876729 -1331932.843250,-6218536.226447 1016657.243710 3675232.755319,-109841.390017 -448657.117164 -7288976.764651,6328213.095328 -569893.990971 3583571.242179,-6602717.785129 -2861998.936571 -1227800.860170,4419403.173478 1475391.924070 -5623828.432744,2181445.444937 1383419.093734 6816467.911875,-2577922.231862 -3977435.599015 -5556013.442507,4404315.876729 5667778.198919 -1331932.843250,-1822879.771645 -1689385.962765 6852657.841720
-557546.754433 -6217052.991575 3774442.713909,1032143.605005 6326237.080389 3482606.548405,-476451.717017 -108710.489745 -7287229.326612,1302304.982014 -1989849.159373 6890525.258226,-2844546.860114 6566336.148992 -1445327.892072,1539104.583214 -4574764.834591 -5480620.774837,-1853627.665135 1948644.397381 6775302.023020,-3841185.975634 2475996.299865 -5696533.499392,5695890.057197 -4428232.482963 -1113787.642877,-6326237.080389 1032143.605005 3482606.548405,108710.489745 -476451.717017 -7287229.326612,6217052.991575 -557546.754433 3774442.713909,-6566336.148992 -2844546.860114 -1445327.892072,4574764.834591 1539104.583214 -5480620.774837,1989849.159373 1302304.982014 6890525.258226,-2475996.299865 -3841185.975634 -5696533.499392,4428232.482963 5695890.057197 -1113787.642877,-1948644.397381 -1853627.665135 6775302.023020
-544188.379248 -6100235.419610 3961818.615841,1047139.671853 6428056.766029 3286754.806976,-504767.807505 -327040.538012 -7278788.668450,1220839.224411 -1796071.775097 6958212.608789,-2824655.888543 6523844.585622 -1661517.821024,1600739.154626 -4726218.948242 -5332364.604827,-2015620.826121 2073334.890173 6691682.106656,-3701878.485819 2371204.973820 -5831807.807120,5718675.656420 -4448194.194725 -894611.829073,-6428056.766029 1047139.671853 3286754.806976,327040.538012 -504767.807505 -7278788.668450,6100235.419610 -544188.379248 3961818.615841,-6523844.585622 -2824655.888543 -1661517.821024,4726218.948242 1600739.154626 -5332364.604827,1796071.775097 1220839.224411 6958212.608789,-2371204.973820 -3701878.485819 -5831807.807120,4448194.194725 5718675.656420 -894611.829073,-2073334.890173 -2015620.826121 6691682.106656
-529806.663147 -5977872.507818 4145525.621511,1061605.689518 6523903.687845 3087858.801843,-533578.162928 -544947.536693 -7263662.442613,1139105.779264 -1600289.802351 7019467.771640,-2802371.351494 6475272.457351 -1876170.881189,1660256.408927 -4873616.974417 -5179195.452210,-2175221.663533 2196826.563299 6601874.968140,-3559653.471313 2263631.380475 -5961712.879435,5736130.765723 -4464158.821441 -674608.099919,-6523903.687845 1061605.689518 3087858.801843,544947.536693 -533578.162928 -7263662.442613,5977872.507818 -529806.663147 4145525.621511,-6475272.457351 -2802371.351494 -1876170.881189,4873616.974417 1660256.408927 -5179195.452210,1600289.802351 1139105.779264 7019467.771640,-2263631.380475 -3559653.471313 -5961712.879435,4464158.821441 5736130.765723 -674608.099919,-2196826.563299 -2175221.663533 6601874.968140
-514390.847104 -5850081.547793 4325393.841675,1075502.007367 6613691.946948 2886102.657578,-562854.221188 -762230.763429 -7241864.363603,1057188.059351 -1402681.927622 7074234.476124,-2777740.648087 6420654.942374 -2089088.802425,1717619.667342 -5016813.844997 -5021253.418604,-2332289.106370 2318995.182988 6505963.192335,-3414653.500866 2153361.757795 -6086130.196146,5748256.266132 -4476087.866219 -453979.979163,-6613691.946948 1075502.007367 2886102.657578,762230.763429 -562854.221188 -7241864.363603,5850081.547793 -514390.847104 4325393.841675,-6420654.942374 -2777740.648087 -2089088.802425,5016813.844997 1717619.667342 -5021253.418604,1402681.927622 1057188.059351 7074234.476124,-2153361.757795 -3414653.500866 -6086130.196146,4476087.866219 5748256.266132 -453979.979163,-2318995.182988 -2332289.106370 6505963.192335
-497931.647675 -5716984.874971 4501256.981943,1088789.141898 6697341.423863 2681673.179486,-592566.111527 -978690.173256 -7213414.196901,975168.846831 -1203428.849306 7122462.421247,-2750813.174841 6360033.005934 -2300074.996697,1772794.820891 -5155668.111939 -4858683.055488,-2486684.921410 2439717.094626 6404035.001590,-3267023.224831 2040485.384858 -6204946.304358,5755058.136279 -4483946.586869 -232931.623052,-6697341.423863 1088789.141898 2681673.179486,978690.173256 -592566.111527 -7213414.196901,5716984.874971 -497931.647675 4501256.981943,-6360033.005934 -2750813.174841 -2300074.996697,5155668.111939 1772794.820891 -4858683.055488,1203428.849306 975168.846831 7122462.421247,-2040485.384858 -3267023.224831 -6204946.304358,4483946.586869 5755058.136279 -232931.623052,-2439717.094626 -2486684.921410 6404035.001590
-480421.285760 -5578709.744662 4672952.496574,1101427.838071 6774777.855767 2474759.677647,-622682.684080 -1194126.579841 -7178337.742983,893130.210052 -1002713.111171 7164107.318862,-2721640.253633 6293453.364766 -2508934.742409,1825750.348186 -5290042.092244 -4691633.237442,-2638273.837644 2558869.348617 6296184.178723,-3116909.229318 1925094.507725 -6318052.914926,5756547.434036 -4487704.051466 -11667.626276,-6774777.855767 1101427.838071 2474759.677647,1194126.579841 -622682.684080 -7178337.742983,5578709.744662 -480421.285760 4672952.496574,-6293453.364766 -2721640.253633 -2508934.742409,5290042.092244 1825750.348186 -4691633.237442,1002713.111171 893130.210052 7164107.318862,-1925094.507725 -3116909.229318 -6318052.914926,4487704.051466 5756547.434036 -11667.626276,-2558869.348617 -2638273.837644 6296184.178723
-461853.515093 -5435388.203346 4840321.738321,1113379.132599 6845932.907480 2265553.788191,-653171.541579 -1408341.835867 -7136666.816447,811153.421440 -800718.934358 7199130.931605,-2690275.056133 6220968.446469 -2715475.366460,1876457.328989 -5419802.010500 -4520257.030972,-2786923.667152 2676329.827062 6182509.984902,-2964459.888822 1807284.263364 -6425346.994109,5752740.271536 -4487333.191643 209607.172739,-6845932.907480 1113379.132599 2265553.788191,1408341.835867 -653171.541579 -7136666.816447,5435388.203346 -461853.515093 4840321.738321,-6220968.446469 -2690275.056133 -2715475.366460,5419802.010500 1876457.328989 -4520257.030972,800718.934358 811153.421440 7199130.931605,-1807284.263364 -2964459.888822 -6425346.994109,4487333.191643 5752740.271536 209607.172739,-2676329.827062 -2786923.667152 6182509.984902
-442223.647707 -5287156.955640 5003210.104176,1124604.416044 6910744.236585 2054249.292030,-683999.072863 -1621139.012686 -7088439.220221,729318.877207 -597632.047565 7227501.105612,-2656772.527814 6142636.342577 -2919506.423831,1924889.455826 -5544818.138031 -4344711.558994,-2932505.423362 2791977.370069 6063117.072431,-2809825.218476 1687152.600077 -6526730.850397,5743657.785687 -4482810.850854 430687.886963,-6910744.236585 1124604.416044 2054249.292030,1621139.012686 -683999.072863 -7088439.220221,5287156.955640 -442223.647707 5003210.104176,-6142636.342577 -2656772.527814 -2919506.423831,5544818.138031 1924889.455826 -4344711.558994,597632.047565 729318.877207 7227501.105612,-1687152.600077 -2809825.218476 -6526730.850397,4482810.850854 5743657.785687 430687.886963,-2791977.370069 -2932505.423362 6063117.072431
-421528.577979 -5134157.226986 5161467.176914,1135065.495533 6969155.552284 1841041.931212,-715130.488440 -1832322.578971 -7033698.714881,647706.018589 -393639.515813 7249191.797978,-2621189.309851 6058520.756203 -3120839.874504,1971023.042190 -5664964.928967 -4165157.861066,-3074893.435918 2905691.902249 5938115.392504,-2653156.725481 1564800.195460 -6622112.216481,5729326.102941 -4474117.829173 651369.776093,-6969155.552284 1135065.495533 1841041.931212,1832322.578971 -715130.488440 -7033698.714881,5134157.226986 -421528.577979 5161467.176914,-6058520.756203 -2621189.309851 -3120839.874504,5664964.928967 1971023.042190 -4165157.861066,393639.515813 647706.018589 7249191.797978,-1564800.195460 -2653156.725481 -6622112.216481,4474117.829173 5729326.102941 651369.776093,-2905691.902249 -3074893.435918 5938115.392504
-399766.818527 -4976534.621155 5314946.862312,1144724.676981 7021116.664789 1626129.223122,-746529.863705 -2041698.576203 -6972494.983042,566393.254314 -188929.569410 7264183.098977,-2583583.642956 5968690.951299 -3319290.257553,2014837.011630 -5780121.158531 -3981760.749469,-3213965.453797 3017354.568062 5807620.097932,-2494607.256054 1440330.378578 -6711404.326354,5709776.286327 -4461238.939959 871448.441844,-7021116.664789 1144724.676981 1626129.223122,2041698.576203 -746529.863705 -6972494.983042,4976534.621155 -399766.818527 5314946.862312,-5968690.951299 -2583583.642956 -3319290.257553,5780121.158531 2014837.011630 -3981760.749469,188929.569410 566393.254314 7264183.098977,-1440330.378578 -2494607.256054 -6711404.326354,4461238.939959 5709776.286327 871448.441844,-3017354.568062 -3213965.453797 5807620.097932
-376938.461370 -4814438.979737 5463507.521946,1153544.745239 7066583.544986 1409710.272738,-778160.154935 -2249074.803723 -6904883.588855,485457.888103 16308.576774 7272461.249035,-2544015.356893 5873221.658776 -3514674.862214,2056312.967581 -5890170.028558 -3794688.661229,-3349602.788591 3126847.820491 5671751.440918,-2334330.863278 1313849.012844 -6794525.987536,5685044.342127 -4444162.979358 1090720.022967,-7066583.544986 1153544.745239 1409710.272738,2249074.803723 -778160.154935 -6904883.588855,4814438.979737 -376938.461370 5463507.521946,-5873221.658776 -2544015.356893 -3514674.862214,5890170.028558 2056312.967581 -3794688.661229,-16308.576774 485457.888103 7272461.249035,-1313849.012844 -2334330.863278 -6794525.987536,4444162.979358 5685044.342127 1090720.022967,-3126847.820491 -3349602.788591 5671751.440918
-353045.284470 -4648024.225976 5607012.101472,1161489.148805 7105518.344301 1191985.583143,-809983.274478 -2454260.980975 -6830925.932584,404976.040117 221884.887643 7274018.650450,-2502545.683116 5772193.053264 -3706813.895784,2095435.092407 -5994999.327698 -3604113.506216,-3481690.367261 3234055.601746 5530634.665921,-2172482.631142 1185464.451154 -6871401.648396,5655171.090684 -4422882.858923 1308981.389764,-7105518.344301 1161489.148805 1191985.583143,2454260.980975 -809983.274478 -6830925.932584,4648024.225976 -353045.284470 5607012.101472,-5772193.053264 -2502545.683116 -3706813.895784,5994999.327698 2095435.092407 -3604113.506216,-221884.887643 404976.040117 7274018.650450,-1185464.451154 -2172482.631142 -6871401.648396,4422882.858923 5655171.090684 1308981.389764,-3234055.601746 -3481690.367261 5530634.665921
-328090.706946 -4477448.217226 5745328.254297,1168521.978361 7137889.441637 973156.864523,-841960.111284 -2657068.929737 -6750689.200271,325022.579389 427608.691274 7268853.873857,-2459237.243648 5665690.647884 -3895530.648181,2132190.211670 -6094501.529092 -3410210.511406,-3610116.868174 3338863.431147 5384399.897652,-2009218.543061 1055287.412337 -6941961.460580,5620202.163696 -4397395.565545 1526030.337878,-7137889.441637 1168521.978361 973156.864523,2657068.929737 -841960.111284 -6750689.200271,4477448.217226 -328090.706946 5745328.254297,-5665690.647884 -2459237.243648 -3895530.648181,6094501.529092 2132190.211670 -3410210.511406,-427608.691274 325022.579389 7268853.873857,-1055287.412337 -2009218.543061 -6941961.460580,4397395.565545 5620202.163696 1526030.337878,-3338863.431147 -3610116.868174 5384399.897652
-302079.817924 -4302872.587886 5878328.460565,1174608.048530 7163671.466882 753426.841876,-874050.581146 -2857312.744028 -6664246.308494,245671.053036 633288.853833 7256971.659451,-2414153.949317 5553805.222658 -4080651.653024,2166567.770872 -6188573.913360 -3213158.061476,-3734774.809864 3441158.538431 5233182.024294,-1844695.327601 923430.894056 -7006141.336526,5580187.930086 -4367702.202145 1741665.781103,-7163671.466882 1174608.048530 753426.841876,2857312.744028 -874050.581146 -6664246.308494,4302872.587886 -302079.817924 5878328.460565,-5553805.222658 -2414153.949317 -4080651.653024,6188573.913360 2166567.770872 -3213158.061476,-633288.853833 245671.053036 7256971.659451,-923430.894056 -1844695.327601 -7006141.336526,4367702.202145 5580187.930086 1741665.781103,-3441158.538431 -3734774.809864 5233182.024294
-275019.387192 -4124462.590481 6005890.141380,1179712.957110 7182845.321454 532999.061643,-906213.672798 -3054808.960578 -6571675.844218,166993.618570 838733.957210 7238382.912947,-2367360.916202 5436632.739652 -4262006.845081,2198559.827160 -6277118.681041 -3013137.535830,-3855560.645168 3540829.986422 5077120.575986,-1679070.309211 790010.075094 -7063883.002076,5535183.431025 -4333808.006003 1955687.943019,-7182845.321454 1179712.957110 532999.061643,3054808.960577 -906213.672798 -6571675.844218,4124462.590481 -275019.387192 6005890.141380,-5436632.739652 -2367360.916202 -4262006.845081,6277118.681041 2198559.827160 -3013137.535830,-838733.957210 166993.618570 7238382.912947,-790010.075094 -1679070.309211 -7063883.002076,4333808.006003 5535183.431025 1955687.943019,-3540829.986422 -3855560.645168 5077120.575986
-246917.874262 -3942386.933728 6127895.768206,1183803.144495 7195398.192103 312077.697503,-938407.496001 -3249376.727347 -6473061.999731,89060.978262 1043752.477202 7213104.696295,-2318924.380705 5314274.253492 -4439429.713970,2228161.037357 -6360043.060821 -2810333.142236,-3972374.851044 3637768.793074 4916359.598670,-1512501.259087 655142.215620 -7115134.044171,5485248.309624 -4295722.363421 2167898.547203,-7195398.192103 1183803.144495 312077.697503,3249376.727347 -938407.496001 -6473061.999731,3942386.933728 -246917.874262 6127895.768206,-5314274.253492 -2318924.380705 -4439429.713970,6360043.060821 2228161.037357 -2810333.142236,-1043752.477202 89060.978262 7213104.696295,-655142.215620 -1512501.259087 -7115134.044171,4295722.363421 5485248.309624 2167898.547203,-3637768.793074 -3972374.851044 4916359.598670
-217785.434970 -3756817.617819 6244232.967373,1186845.951864 7201323.558204 90867.355562,-970589.331101 -3440837.970116 -6368494.502699,11942.315561 1248152.962191 7181160.213139,-2268911.614421 5186835.816926 -4612757.453965,2255368.643473 -6437259.412980 -2604931.747196,-4085122.014562 3731868.052093 4751047.523379,-1345146.246491 518946.555100 -7159847.953635,5430446.736203 -4253458.819604 2378101.005812,-7201323.558204 1186845.951864 90867.355562,3440837.970116 -970589.331101 -6368494.502699,3756817.617819 -217785.434970 6244232.967373,-5186835.816926 -2268911.614421 -4612757.453965,6437259.412980 2255368.643473 -2604931.747196,-1248152.962191 11942.315561 7181160.213139,-518946.555100 -1345146.246491 -7159847.953635,4253458.819604 5430446.736203 2378101.005812,-3731868.052093 -4085122.014562 4751047.523379
